call_id,call_datetime,lob,lob_code,agent_id,customer_id,channel,duration_sec,scenario_type,scenario_key,raw_transcript,clean_transcript_ref
CALL-F2AC891A10,2026-09-12T17:26:01,Retail & Consumer Banking,RETAIL,AG-017,CUST-988922,Phone,362,complaint,Debit card issue,"AGENT: meridian bank customer care this is morgan carrington speaking how can i assist you
CUST: my debit debit card keeps getting getting declined and i have plenty of money in the account ending in in 5279
AGENT: i apologize four trouble let me see whats going on here
CUST: it happened at the grocery store and it was so embarrassing in front of everyone in line
AGENT: i am so sorry again i will make sure this gets fixed fixed as quickly as possible
CUST: okay thank you four your help with this
AGENT: we appreciate your business at meridian bank take care","AGENT: Meridian bank customer care this is morgan carrington speaking how can i assist you.
CUST: My debit card keeps getting declined and i have plenty of money in the account ending in 5279.
AGENT: I apologize for the trouble let me see whats going on here.
CUST: It happened at the grocery store and it was so embarrassing in front of everyone in line.
AGENT: I am so sorry again i will make sure this gets fixed as quickly as possible.
CUST: Okay thank you for your help with this.
AGENT: We appreciate your business at meridian bank take care."
CALL-F3E913CF3F,2026-09-13T10:06:29,Fraud & Disputes,FRAUD,AG-008,CUST-879015,Phone,189,neutral,Card lock/unlock,"AGENT: thanks for holding holding this is elliot okafor with meridian bank how can i help
CUST: i misplaced my card and want two lock it temporarily while i look for it
AGENT: okay give me just a moment to look that up
CUST: i you know found already actually, can you unlock it again
AGENT: alright i have taken care of that for you
CUST: alright thanks bye you know
AGENT: we appreciate youre business at meridian bank take care","AGENT: Thanks for holding this is elliot okafor with meridian bank how can i help.
CUST: I misplaced my card and want to lock it temporarily while i look for it.
AGENT: Okay give me just a moment to look that up.
CUST: I found it already actually, can you unlock it again.
AGENT: Alright i have taken care of that for you.
CUST: Alright thanks bye.
AGENT: We appreciate your business at meridian bank take care."
CALL-0DFED54315,2026-09-13T17:09:35,Small Business Banking,SMB,AG-011,CUST-969774,Phone,501,complaint,Business loan delay,"AGENT: thanks for holding this is reese bergstrom [hold music] with meridian bank how can i help
CUST: we applied four a small business line of credit over 5 days ago and still have no decision
AGENT: i apologize for for the trouble let me see whats going going uh on here
CUST: we need this to make payroll and like the delay is putting real stress on the business
AGENT: let me file a formal complaint on your behalf so this gets looked at right away
CUST: alright thank you you i guess we will see what happens
AGENT: we appreciate your business at at meridian bank take care","AGENT: Thanks for holding this is reese bergstrom with meridian bank how can i help.
CUST: We applied for a small business line of credit over 5 days ago and still have no decision.
AGENT: I apologize for the trouble let me see whats going on here.
CUST: We need this to make payroll and the delay is putting real stress on the business.
AGENT: Let me file a formal complaint on your behalf so this gets looked at right away.
CUST: Alright thank you i guess we will see what happens.
AGENT: We appreciate your business at meridian bank take care."
CALL-84CBBBEB38,2026-09-14T09:42:50,Auto Finance,AUTO,AG-013,CUST-400337,Phone,230,complaint,Payment posting delay,"AGENT: meridian i mean bank customer care this is kendall lindqvist speaking how can i assist you
CUST: i made my car payment of $300279 on this past weekend and it still isnt showing up on my account
AGENT: i am really sorry hear that let me pull up your account
CUST: i am worried i um am going to get hit with a late fee even though i paid on time
AGENT: let me file a formal complaint on youre behalf so this gets looked at right away
CUST: alright thank you i guess we um will see what happens
AGENT: we appreciate your your business at meridian bank take care","AGENT: Meridian bank customer care this is kendall lindqvist speaking how can i assist you.
CUST: I made my car payment of $3,002.79 on this past weekend and it still isnt showing up on my account.
AGENT: I am really sorry to hear that let me pull up your account.
CUST: I am worried i am going to get hit with a late fee even though i paid on time.
AGENT: Let me file a formal complaint on your behalf so this gets looked at right away.
CUST: Alright thank you i guess we will see what happens.
AGENT: We appreciate your business at meridian bank take care."
CALL-FE651B0ACD,2026-09-14T10:54:51,Credit Cards,CARDS,AG-013,CUST-232061,Phone,83,neutral,Travel notice,"AGENT: thank you for calling meridian bank my name is elliot reyes how can i help you today like
CUST: i am [static] traveling two europe next yesterday and want two put a travel notice on my card card
AGENT: sure i can help
CUST: i dont want it declined when i am overseas
AGENT: alright i have taken care of that for you
CUST: alright thanks bye
AGENT: we appreciate your business at meridian bank take care care","AGENT: Thank you for calling meridian bank my name is elliot reyes how can i help you today.
CUST: I am traveling to europe next yesterday and want to put a travel notice on my card.
AGENT: Sure i can help you with that.
CUST: I dont want it declined when i am overseas.
AGENT: Alright i have taken care of that for you.
CUST: Alright thanks bye.
AGENT: We appreciate your business at meridian bank take care."
CALL-FCB636FF53,2026-09-14T13:40:30,Credit Cards,CARDS,AG-001,CUST-682375,Phone,65,neutral,PIN reset,"AGENT: meridian bank customer care this is shawn ellis speaking how can i assist you
CUST: i forgot the pin on my credit card and need reset it
AGENT: sure i can help you with that
CUST: i tried the atm twice already and it locked me me out
AGENT: alright i have taken care of that for you
CUST: alright thanks bye
AGENT: is their anything else i can help you with with today","AGENT: Meridian bank customer care this is shawn ellis speaking how can i assist you.
CUST: I forgot the pin on my credit card and need to reset it.
AGENT: Sure i can help you with that.
CUST: I tried the atm twice already and it locked me out.
AGENT: Alright i have taken care of that for you.
CUST: Alright thanks bye.
AGENT: Is there anything else i can help you with today."
CALL-2C275C21E8,2026-09-14T14:13:51,Retail & Consumer Banking,RETAIL,AG-017,CUST-875828,Phone,164,neutral,Address update,"AGENT: thank you four calling meridian bank my name is alexis winslow how can i help you today
CUST: i need two update my mailing address on my checking account account
AGENT: sure i can help
CUST: i just moved a new place last week and want my statements sent there
AGENT: great update is complete
CUST: okay thank you so much
AGENT: is there anything else i can help you with today","AGENT: Thank you for calling meridian bank my name is alexis winslow how can i help you today.
CUST: I need to update my mailing address on my checking account.
AGENT: Sure i can help you with that.
CUST: I just moved to a new place last week and want my statements sent there.
AGENT: Great that update is complete.
CUST: Okay thank you so much.
AGENT: Is there anything else i can help you with today."
CALL-6F7C44E774,2026-09-14T15:53:17,Mortgage & Home Lending,MORTGAGE,AG-002,CUST-237854,Phone,472,complaint,Refinance delay,"AGENT: thanks for holding this is avery prescott with meridian bank how can so yeah i help
CUST: i started my refinance application over 41 days ago and so yeah havent heard anything back
AGENT: i understand how frustrating that must be let me take [inaudible] a look
CUST: i have called three times and every time i get different answer about the status
AGENT: let me file a formal complaint on uh your behalf so this gets looked at right away
CUST: okay i just hope this actually gets gets resolved this time
AGENT: we appreciate your business at meridian bank","AGENT: Thanks for holding this is avery prescott with meridian bank how can i help.
CUST: I started my refinance application over 41 days ago and havent heard anything back.
AGENT: I understand how frustrating that must be let me take a look.
CUST: I have called three times and every time i get a different answer about the status.
AGENT: Let me file a formal complaint on your behalf so this gets looked at right away.
CUST: Okay i just hope this actually gets resolved this time.
AGENT: We appreciate your business at meridian bank take care."
CALL-C4A7CC0D66,2026-09-14T16:05:37,Mortgage & Home Lending,MORTGAGE,AG-014,CUST-821847,Phone,220,complaint,Payment processing error,"AGENT: thanks for holding this is is emerson blake um with meridian bank how can i help
CUST: i made my mortgage payment on the 3rd but still shows as late on my account
AGENT: i am really sorry to hear that let me pull up youre account
CUST: now i like am am worried this is going to hurt my credit score
AGENT: i can go ahead and submit a refund request for you you today
CUST: okay i just i mean hope this actually gets resolved this time
AGENT: is their anything else i i can help you with today","AGENT: Thanks for holding this is emerson blake with meridian bank how can i help.
CUST: I made my mortgage payment on the 3rd but it still shows as late on my account.
AGENT: I am really sorry to hear that let me pull up your account.
CUST: Now i am worried this is going to hurt my credit score.
AGENT: I can go ahead and submit a refund request for you today.
CUST: Okay i just hope this actually gets resolved this time.
AGENT: Is there anything else i can help you with today."
CALL-2B4AFCF48E,2026-09-14T16:28:23,Retail & Consumer Banking,RETAIL,AG-013,CUST-720072,Phone,246,opportunity,High-yield savings interest,"AGENT: meridian bank customer care this is alexis okafor speaking how can i assist you
CUST: i heard uh meridian has a new high yield um savings account is something i could move my money into
AGENT: that sounds great let me pull up some information for you
CUST: i currently currently have um about $1790199 just sitting in a regular savings account earning almost nothing
AGENT: let me connect you with one of our specialists who can walk you through the details
CUST: okay i i will wait so yeah two hear back then
AGENT: thank you for calling meridian bank have a great day","AGENT: Meridian bank customer care this is alexis okafor speaking how can i assist you.
CUST: I heard meridian has a new high yield savings account is that something i could move my money into.
AGENT: That sounds great let me pull up some information for you.
CUST: I currently have about $17,901.99 just sitting in a regular savings account earning almost nothing.
AGENT: Let me connect you with one of our specialists who can walk you through the details.
CUST: Okay i will wait to hear back then.
AGENT: Thank you for calling meridian bank have a great day."
CALL-CD526B945F,2026-09-14T16:36:37,Small Business Banking,SMB,AG-007,CUST-532163,Phone,100,neutral,New business account setup,"AGENT: thank you uh for calling meridian bank my name is devon marsh how can i help you today
CUST: we we just got are llc paperwork finalized and want so yeah open a business checking account
AGENT: okay give like me just a moment to look that up
CUST: what documents do we need two bring in to get
AGENT: alright uh i have taken care of that for you
CUST: alright thanks bye
AGENT: thank you for so yeah calling meridian bank have a great day","AGENT: Thank you for calling meridian bank my name is devon marsh how can i help you today.
CUST: We just got our llc paperwork finalized and want to open a business checking account.
AGENT: Okay give me just a moment to look that up.
CUST: What documents do we need to bring in to get that set up.
AGENT: Alright i have taken care of that for you.
CUST: Alright thanks bye.
AGENT: Thank you for calling meridian bank have a great day."
CALL-C26D7110B3,2026-09-14T17:13:43,Auto Finance,AUTO,AG-007,CUST-990281,Phone,210,opportunity,Auto refinance,"AGENT: thank you for calling so yeah meridian bank my name taylor uh nakamura how can i help you today
CUST: i financed my car through the dealership at i mean a really high rate and want to refinance
AGENT: happy two help with that let me check what options are available
CUST: my rate right you know now is 263 percent which feels way uh too high
AGENT: i will send you you some information and we we can schedule a follow up call
CUST: okay i will wait two hear back then
AGENT: we appreciate your business at meridian bank take care","AGENT: Thank you for calling meridian bank my name is taylor nakamura how can i help you today.
CUST: I financed my car through the dealership at a really high rate and want to refinance.
AGENT: Happy to help with that let me check what options are available.
CUST: My rate right now is 26.3 percent which feels way too high.
AGENT: I will send you some information and we can schedule a follow up call.
CUST: Okay i will wait to hear back then.
AGENT: We appreciate your business at meridian bank take care."
CALL-0EB188AF4F,2026-09-14T17:26:28,Retail & Consumer Banking,RETAIL,AG-012,CUST-172105,Phone,277,complaint,Account fees / disclosure,"AGENT: thank you for calling meridian bank my name is so yeah elliot fontaine how can i help you today
CUST: nobody nobody i mean told me this checking account had a monthly maintenance fee of $3015
AGENT: i apologize for the trouble let me see whats going on here
CUST: i want that fee refunded because i was never notified like when i signed up
AGENT: i am so sorry again i will make sure this gets fixed as quickly as possible
CUST: alright thank you i guess we will see what happens
AGENT: we appreciate youre business at meridian bank take care","AGENT: Thank you for calling meridian bank my name is elliot fontaine how can i help you today.
CUST: Nobody told me this checking account had a monthly maintenance fee of $30.15.
AGENT: I apologize for the trouble let me see whats going on here.
CUST: I want that fee refunded because i was never notified when i signed up.
AGENT: I am so sorry again i will make sure this gets fixed as quickly as possible.
CUST: Alright thank you i guess we will see what happens.
AGENT: We appreciate your business at meridian bank take care."
CALL-C1FECE7894,2026-09-14T19:46:42,Credit Cards,CARDS,AG-004,CUST-101415,Phone,180,complaint,APR / interest rate dispute,"AGENT: thank you for calling meridian bank my name is casey lindqvist how can i help you today
CUST: my a p r jumped to 244 percent and nobody sent me a notice about
AGENT: i am really sorry to hear that let me pull up your account
CUST: i i have never missed payment in 9 years so i dont understand why my rate went up so yeah
AGENT: i am so sorry again i will make sure this gets fixed as quickly quickly as possible
CUST: alright thank you i guess we will see what happens
AGENT: we appreciate your like business at meridian bank take care","AGENT: Thank you for calling meridian bank my name is casey lindqvist how can i help you today.
CUST: My a p r jumped to 24.4 percent and nobody sent me a notice about it.
AGENT: I am really sorry to hear that let me pull up your account.
CUST: I have never missed a payment in 9 years so i dont understand why my rate went up.
AGENT: I am so sorry again i will make sure this gets fixed as quickly as possible.
CUST: Alright thank you i guess we will see what happens.
AGENT: We appreciate your business at meridian bank take care."
CALL-9A98F8E71A,2026-09-15T10:06:55,Auto Finance,AUTO,AG-017,CUST-645492,Phone,140,neutral,Insurance info update,"AGENT: thanks for holding this is quinn kowalski with meridian bank how can i help
CUST: i need to update the insurance information on [hold music] file for my auto loan
AGENT: no problem let me take care of that for you
CUST: i um just switched providers last last week
AGENT: thats all set on our end now
CUST: great appreciate it
AGENT: we appreciate your business at meridian bank take care","AGENT: Thanks for holding this is quinn kowalski with meridian bank how can i help.
CUST: I need to update the insurance information on file for my auto loan.
AGENT: No problem let me take care of that for you.
CUST: I just switched providers last last week.
AGENT: Thats all set on our end now.
CUST: Great appreciate it.
AGENT: We appreciate your business at meridian bank take care."
CALL-E72692DB92,2026-09-15T11:07:29,Auto Finance,AUTO,AG-011,CUST-232159,Phone,338,complaint,Title / lien release delay,"AGENT: thank you for calling meridian bank my my name is dakota osei how can i help you today
CUST: i paid off my auto auto loan 18 days ago and i still have not received title release
AGENT: i apologize for the trouble let me see whats going on here
CUST: i need that document to sell sell the car and the buyer getting impatient
AGENT: let me file a formal complaint on your behalf behalf so this gets looked at right away
CUST: alright thank you i guess we will see what happens
AGENT: we appreciate your business at meridian bank bank take care","AGENT: Thank you for calling meridian bank my name is dakota osei how can i help you today.
CUST: I paid off my auto loan 18 days ago and i still have not received the title release.
AGENT: I apologize for the trouble let me see whats going on here.
CUST: I need that document to sell the car and the buyer is getting impatient.
AGENT: Let me file a formal complaint on your behalf so this gets looked at right away.
CUST: Alright thank you i guess we will see what happens.
AGENT: We appreciate your business at meridian bank take care."
CALL-79D8A1DAD0,2026-09-15T12:33:39,Fraud & Disputes,FRAUD,AG-015,CUST-521647,Phone,578,complaint,Dispute resolution delay,"AGENT: thanks for holding this is alexis fontaine with meridian bank how can i help
CUST: i filed a dispute for $1586874 over 35 days ago and still have no update
AGENT: i apologize for the trouble let uh me see whats going on here
CUST: the provisional credit i was told told about never even showed up you know in my account
AGENT: i am you know so sorry again i will make sure this gets fixed as quickly as possible
CUST: okay thank thank you four youre help with this
AGENT: thank you for calling meridian bank have a great day","AGENT: Thanks for holding this is alexis fontaine with meridian bank how can i help.
CUST: I filed a dispute for $15,868.74 over 35 days ago and still have no update.
AGENT: I apologize for the trouble let me see whats going on here.
CUST: The provisional credit i was told about never even showed up in my account.
AGENT: I am so sorry again i will make sure this gets fixed as quickly as possible.
CUST: Okay thank you for your help with this.
AGENT: Thank you for calling meridian bank have a great day."
CALL-2E21CC3313,2026-09-15T15:13:08,Retail & Consumer Banking,RETAIL,AG-015,CUST-414945,Phone,366,complaint,Debit card issue,"AGENT: meridian bank customer care this is devon delgado speaking how can i assist you
CUST: my debit card keeps getting declined declined and i have plenty of money in account ending in so yeah
AGENT: i apologize for the trouble let me see whats going on here
CUST: it happened at the grocery store store and was so embarrassing in front of everyone in line
AGENT: i am going to go ahead and escalate this to our specialist team and you should hear back within 23 business days
CUST: okay thank you four youre help with this
AGENT: thank you for calling meridian bank have a great day","AGENT: Meridian bank customer care this is devon delgado speaking how can i assist you.
CUST: My debit card keeps getting declined and i have plenty of money in the account ending in 2738.
AGENT: I apologize for the trouble let me see whats going on here.
CUST: It happened at the grocery store and it was so embarrassing in front of everyone in line.
AGENT: I am going to go ahead and escalate this to our specialist team and you should hear back within 23 business days.
CUST: Okay thank you for your help with this.
AGENT: Thank you for calling meridian bank have a great day."
CALL-E79CEC59B9,2026-09-15T16:10:56,Mortgage & Home Lending,MORTGAGE,AG-002,CUST-341211,Phone,415,complaint,Escrow shortage,"AGENT: thank you for calling meridian bank my name is morgan winslow how can so yeah i help you today
CUST: i got a letter saying my escrow i mean is short short by $710839 and my monthly payment is going up
AGENT: i apologize for the trouble let me see whats going on here
CUST: nobody explained why property taxes went up this much um in just one year
AGENT: i am so sorry again i will make sure this gets fixed as quickly as possible um
CUST: okay i just just hope this actually gets resolved this time
AGENT: thank you for uh calling meridian bank have a great day","AGENT: Thank you for calling meridian bank my name is morgan winslow how can i help you today.
CUST: I got a letter saying my escrow is short by $7,108.39 and my monthly payment is going up.
AGENT: I apologize for the trouble let me see whats going on here.
CUST: Nobody explained why property taxes went up this much in just one year.
AGENT: I am so sorry again i will make sure this gets fixed as quickly as possible.
CUST: Okay i just hope this actually gets resolved this time.
AGENT: Thank you for calling meridian bank have a great day."
CALL-14C65ED09D,2026-09-15T17:46:58,Fraud & Disputes,FRAUD,AG-004,CUST-661740,Phone,145,neutral,Card lock/unlock,"AGENT: thanks for holding this reese ellis um with meridian bank how can i help
CUST: i misplaced my card and want to lock temporarily while i look for it
AGENT: sure i can help help you with that
CUST: i found it already actually can you unlock unlock again
AGENT: alright i have taken care of that for you
CUST: okay thank you you know so much
AGENT: thank you for calling meridian bank have a great day","AGENT: Thanks for holding this is reese ellis with meridian bank how can i help.
CUST: I misplaced my card and want to lock it temporarily while i look for it.
AGENT: Sure i can help you with that.
CUST: I found it already actually, can you unlock it again.
AGENT: Alright i have taken care of that for you.
CUST: Okay thank you so much.
AGENT: Thank you for calling meridian bank have a great day."
CALL-9A2F32419C,2026-09-16T08:17:38,Credit Cards,CARDS,AG-001,CUST-387302,Phone,134,neutral,Travel notice,"AGENT: meridian bank customer care this is cameron blake speaking how how can i assist you
CUST: i am traveling to europe next the 14th and want two put a travel notice on my card um
AGENT: okay give me just a moment to look that up
CUST: i dont want it declined when i am overseas
AGENT: great that update is complete
CUST: great appreciate it
AGENT: is there anything else i can help you with today","AGENT: Meridian bank customer care this is cameron blake speaking how can i assist you.
CUST: I am traveling to europe next the 14th and want to put a travel notice on my card.
AGENT: Okay give me just a moment to look that up.
CUST: I dont want it declined when i am overseas.
AGENT: Great that update is complete.
CUST: Great appreciate it.
AGENT: Is there anything else i can help you with today."
CALL-E6505C6BB7,2026-09-16T09:30:05,Credit Cards,CARDS,AG-012,CUST-375634,Phone,128,neutral,Travel notice,"AGENT: thank you for calling meridian bank my name is rowan nakamura how can i help help you today
CUST: i am traveling europe next the 14th and and want to put a travel notice on my card
AGENT: okay give me just a moment to look that up
CUST: i dont want it declined when i am overseas
AGENT: great that update is complete i mean
CUST: great appreciate it
AGENT: is there anything else i can help you with today","AGENT: Thank you for calling meridian bank my name is rowan nakamura how can i help you today.
CUST: I am traveling to europe next the 14th and want to put a travel notice on my card.
AGENT: Okay give me just a moment to look that up.
CUST: I dont want it declined when i am overseas.
AGENT: Great that update is complete.
CUST: Great appreciate it.
AGENT: Is there anything else i can help you with today."
CALL-A713FDB25A,2026-09-16T10:43:15,Fraud & Disputes,FRAUD,AG-003,CUST-586879,Phone,205,opportunity,Identity protection / alerts upsell,"AGENT: meridian bank customer i mean care this is alexis nakamura speaking how can i assist you
CUST: after what happened i want two ask what extra fraud protection or so yeah account alerts meridian offers
AGENT: happy to help with that i mean let me check what options are available
CUST: i want two make sure i get a text the second anything unusual happens on my account like
AGENT: i will send you some information and we can schedule a follow up call
CUST: great that sounds good thank you
AGENT: is you know there anything else i can help you with um today","AGENT: Meridian bank customer care this is alexis nakamura speaking how can i assist you.
CUST: After what happened i want to ask what extra fraud protection or account alerts meridian offers.
AGENT: Happy to help with that let me check what options are available.
CUST: I want to make sure i get a text the second anything unusual happens on my account.
AGENT: I will send you some information and we can schedule a follow up call.
CUST: Great that sounds good thank you.
AGENT: Is there anything else i can help you with today."
CALL-73D02502DA,2026-09-16T11:18:33,Retail & Consumer Banking,RETAIL,AG-007,CUST-541113,Phone,314,opportunity,Student account referral,"AGENT: thank you for calling meridian bank my name is jordan winslow how can i help you today
CUST: my daughter is starting college in the fall and i wanted two ask about about student checking account
AGENT: happy to help with that let me check what options are available
CUST: does it come with no monthly fees while shes still
AGENT: let me connect you with one our specialists who can walk you through the details
CUST: okay i will wait to hear back then
AGENT: thank you for calling meridian bank have a great day","AGENT: Thank you for calling meridian bank my name is jordan winslow how can i help you today.
CUST: My daughter is starting college in the fall and i wanted to ask about a student checking account.
AGENT: Happy to help with that let me check what options are available.
CUST: Does it come with no monthly fees while shes still enrolled.
AGENT: Let me connect you with one of our specialists who can walk you through the details.
CUST: Okay i will wait to hear back then.
AGENT: Thank you for calling meridian bank have a great day."
CALL-0C7C873783,2026-09-16T11:50:49,Retail & Consumer Banking,RETAIL,AG-011,CUST-760076,Phone,381,opportunity,High-yield savings interest,"AGENT: thank thank you for calling meridian bank my name is rowan bergstrom how can i help you today
CUST: i heard meridian you know has new high yield savings account is something i could move um my money into
AGENT: happy to um help with that let me check what options are available
CUST: i currently have about $1144364 like just um sitting in a regular savings account earning almost nothing
AGENT: i can go ahead and get that process started four you right now if you um would like
CUST: okay i will i mean wait to hear back then
AGENT: is there anything else i can help you with today","AGENT: Thank you for calling meridian bank my name is rowan bergstrom how can i help you today.
CUST: I heard meridian has a new high yield savings account is that something i could move my money into.
AGENT: Happy to help with that let me check what options are available.
CUST: I currently have about $11,443.64 just sitting in a regular savings account earning almost nothing.
AGENT: I can go ahead and get that process started for you right now if you would like.
CUST: Okay i will wait to hear back then.
AGENT: Is there anything else i can help you with today."
CALL-09862B564E,2026-09-16T11:54:21,Fraud & Disputes,FRAUD,AG-001,CUST-866436,Phone,207,neutral,Card lock/unlock,"AGENT: thank you for calling meridian bank my name is skyler osei how can i help you today
CUST: i misplaced my card and want lock it like temporarily while i look four it
AGENT: okay give me just a moment to look that up up
CUST: i found it already actually can you unlock it again
AGENT: great update is complete
CUST: alright thanks bye
AGENT: is there anything else i can help","AGENT: Thank you for calling meridian bank my name is skyler osei how can i help you today.
CUST: I misplaced my card and want to lock it temporarily while i look for it.
AGENT: Okay give me just a moment to look that up.
CUST: I found it already actually, can you unlock it again.
AGENT: Great that update is complete.
CUST: Alright thanks bye.
AGENT: Is there anything else i can help you with today."
CALL-0F0F956C04,2026-09-16T13:02:28,Fraud & Disputes,FRAUD,AG-016,CUST-289322,Phone,182,neutral,Card lock/unlock,"AGENT: meridian meridian bank customer i mean care this is skyler bergstrom speaking how can
CUST: i misplaced my card and want two lock it temporarily while i look for it
AGENT: okay give me just a moment to look that up
CUST: i found it already actually can you unlock it again
AGENT: great that update is complete
CUST: great great appreciate i mean it
AGENT: is there anything anything else i can help you with today","AGENT: Meridian bank customer care this is skyler bergstrom speaking how can i assist you.
CUST: I misplaced my card and want to lock it temporarily while i look for it.
AGENT: Okay give me just a moment to look that up.
CUST: I found it already actually, can you unlock it again.
AGENT: Great that update is complete.
CUST: Great appreciate it.
AGENT: Is there anything else i can help you with today."
CALL-6914727ED1,2026-09-16T13:44:21,Retail & Consumer Banking,RETAIL,AG-006,CUST-141369,Phone,127,opportunity,Student account referral,"AGENT: thank you for calling meridian bank my name is jordan nakamura how can i help you today
CUST: my so yeah daughter is starting college in the fall and i wanted like to ask about about a student checking account
AGENT: sure thing let me so yeah look into for you
CUST: does it come with no monthly fees while shes still enrolled
AGENT: let me connect you with one of our specialists who can walk you through the details
CUST: great that sounds good thank
AGENT: we appreciate your business at meridian bank take care","AGENT: Thank you for calling meridian bank my name is jordan nakamura how can i help you today.
CUST: My daughter is starting college in the fall and i wanted to ask about a student checking account.
AGENT: Sure thing let me look into that for you.
CUST: Does it come with no monthly fees while shes still enrolled.
AGENT: Let me connect you with one of our specialists who can walk you through the details.
CUST: Great that sounds good thank you.
AGENT: We appreciate your business at meridian bank take care."
CALL-86EDC94405,2026-09-16T15:10:19,Retail & Consumer Banking,RETAIL,AG-016,CUST-397173,Phone,226,complaint,Overdraft fees,"AGENT: thank you for calling meridian bank you know my name is avery lindqvist how can i help you today
CUST: i got charged an overdraft fee of $3990 and i dont understand why because i thought i had money in i mean there
AGENT: i apologize for for the trouble let me see whats going on here
CUST: this is the 2 time this this year and nobody explained the fee me me when i opened the account
AGENT: let let me file a formal complaint on youre behalf so this gets looked at right away
CUST: okay i just hope this actually gets resolved this time
AGENT: we appreciate [static] your business at meridian bank i mean take care","AGENT: Thank you for calling meridian bank my name is avery lindqvist how can i help you today.
CUST: I got charged an overdraft fee of $39.90 and i dont understand why because i thought i had money in there.
AGENT: I apologize for the trouble let me see whats going on here.
CUST: This is the 2 time this year and nobody explained the fee to me when i opened the account.
AGENT: Let me file a formal complaint on your behalf so this gets looked at right away.
CUST: Okay i just hope this actually gets resolved this time.
AGENT: We appreciate your business at meridian bank take care."
CALL-F2CF2C81AC,2026-09-16T15:37:10,Credit Cards,CARDS,AG-016,CUST-375238,Phone,549,complaint,Late fee dispute,"AGENT: thank you four calling meridian bank my name um is dakota delgado how can i help you today
CUST: i i got hit with a late late fee of [crosstalk] $2611 but i made payment on time through the app
AGENT: i am really sorry to hear that that let me pull up your account
CUST: i have a screenshot showing the payment went through uh on monday
AGENT: i can go ahead and submit a refund request for for you today
CUST: fine but i am still not not so yeah happy about this
AGENT: we appreciate your business at meridian bank take care","AGENT: Thank you for calling meridian bank my name is dakota delgado how can i help you today.
CUST: I got hit with a late fee of $26.11 but i made the payment on time through the app.
AGENT: I am really sorry to hear that let me pull up your account.
CUST: I have a screenshot showing the payment went through on monday.
AGENT: I can go ahead and submit a refund request for you today.
CUST: Fine but i am still not happy about this.
AGENT: We appreciate your business at meridian bank take care."
CALL-53AD6E3EB2,2026-09-16T16:33:21,Retail & Consumer Banking,RETAIL,AG-006,CUST-484085,Phone,315,opportunity,Joint account / relationship banking,"AGENT: meridian bank customer care this is uh jordan nazari speaking how can i assist you
CUST: my like partner and i are so yeah moving [inaudible] in together and want uh two open joint checking account
AGENT: happy to help with that let me check check what options are available
CUST: do you have any bundled rates if we also move our savings over to meridian
AGENT: i can go ahead and get that process started four you right now if you would like
CUST: great so yeah sounds good thank you
AGENT: thank you for calling meridian bank have a great great day","AGENT: Meridian bank customer care this is jordan nazari speaking how can i assist you.
CUST: My partner and i are moving in together and want to open a joint checking account.
AGENT: Happy to help with that let me check what options are available.
CUST: Do you have any bundled rates if we also move our savings over to meridian.
AGENT: I can go ahead and get that process started for you right now if you would like.
CUST: Great that sounds good thank you.
AGENT: Thank you for calling meridian bank have a great day."
CALL-2E724FA492,2026-09-17T08:04:18,Auto Finance,AUTO,AG-014,CUST-759738,Phone,455,complaint,Payment posting delay,"AGENT: meridian bank customer care this is riley fontaine fontaine speaking how can i assist you
CUST: i made my car payment of $720605 on this past weekend weekend and still isnt showing up um on my account
AGENT: i understand i mean how frustrating that must be let me take a look
CUST: i am worried i am going to get hit with a late late [static] fee even though i paid on time
AGENT: i can go ahead and submit a refund request for you today
CUST: fine but i i am still so yeah not not happy about this
AGENT: we appreciate your business at meridian bank take take care","AGENT: Meridian bank customer care this is riley fontaine speaking how can i assist you.
CUST: I made my car payment of $7,206.05 on this past weekend and it still isnt showing up on my account.
AGENT: I understand how frustrating that must be let me take a look.
CUST: I am worried i am going to get hit with a late fee even though i paid on time.
AGENT: I can go ahead and submit a refund request for you today.
CUST: Fine but i am still not happy about this.
AGENT: We appreciate your business at meridian bank take care."
CALL-7E3C53CB57,2026-09-17T08:08:15,Credit Cards,CARDS,AG-018,CUST-284835,Phone,383,complaint,Rewards program issue,"AGENT: meridian bank customer care this is quinn ellis speaking how can i assist you
CUST: my cash back rewards disappeared so yeah from my account and i had almost um
AGENT: i understand how frustrating that must be let me take a look
CUST: the app just shows zero zero now and i mean i have no no idea where points went
AGENT: i am so sorry again i will make sure this gets fixed as quickly as possible
CUST: okay i just hope this actually gets resolved this time
AGENT: is there anything else i can help you with today","AGENT: Meridian bank customer care this is quinn ellis speaking how can i assist you.
CUST: My cash back rewards disappeared from my account and i had almost $516.60 saved up.
AGENT: I understand how frustrating that must be let me take a look.
CUST: The app just shows zero now and i have no idea where the points went.
AGENT: I am so sorry again i will make sure this gets fixed as quickly as possible.
CUST: Okay i just hope this actually gets resolved this time.
AGENT: Is there anything else i can help you with today."
